geoid,treat
17167002200,0
24510090100,0
29095008600,0
36047005602,0
39049004810,0
39153520302,0
41051002600,0
47157003200,0
6037310201,0
6037462600,0
12057002200,0
17031800300,0
17167001100,0
27053106500,0
31109001700,0
36119005500,0
39153504800,1
42101038800,0
17031800100,0
27123037000,0
31055005800,0
36029004300,0
36047003800,0
36067004800,0
39035181203,0
48375011500,0
6037310202,0
6085500500,0
8031004201,0
19153000703,0
34001013202,0
34003024200,0
34013016000,1
36001001901,0
36029009302,0
42003070600,0
47157003400,0
48141001001,0
53063004300,0
54069001500,0
6037189400,0
20177001800,0
21037052200,0
21111007800,0
26077001701,0
36119000203,0
36119000701,0
39003013100,0
39035121800,0
39153506400,0
39153506500,0
40143003100,0
42101027100,0
48381020500,0
17031808900,0
25017358400,0
25021416200,0
27137000600,0
29077001000,0
36029008002,0
36047005400,0
39035130103,0
39035130104,0
42003478100,0
47157003300,0
48167725100,0
48439100102,0
53063004100,0
1073004702,1
1101001300,0
12086001206,0
26163579900,0
27053011800,0
27123035200,0
29510105200,0
31055004200,0
31055005901,0
36083041300,0
36119005902,0
39035178102,0
39151700600,0
42091202603,0
48167724700,0
12086001302,0
22017021200,0
25017339200,0
27053111100,0
34007602601,1
36119004900,0
44007013500,0
44007016300,1
48029190200,0
48167724800,0
9003497600,0
17031061902,0
17197881500,0
21111008300,0
22071005604,0
24510271101,0
27053106600,0
34003047200,1
36007001600,1
36067001600,0
39049000420,0
39113000802,0
42003070300,0
42071000600,0
45079001200,0
47065003300,0
6001426200,0
6073010800,0
8031003300,0
9003497100,0
13051002900,0
26099252200,0
27053000300,0
27053109000,0
27053109900,0
36007013500,0
39035106900,0
39035140400,0
41051002701,0
42091202100,0
48113019700,0
48453000401,0
48453000601,0
53033006900,0
12057001600,0
13051011200,0
18163000500,0
26121001500,0
34013019600,0
36027221001,0
42003478200,0
9009165400,0
12057006700,0
17031808800,0
17097865700,0
17201003000,0
24510271400,0
25021419100,0
36119004100,1
39035181204,1
39153520202,0
41051002502,0
42003140300,0
42101027200,0
53033003100,0
54011002100,0
6037480011,0
17031800200,0
17089853900,0
22017021000,1
27053011000,0
27123030201,0
29510107300,0
39035177405,0
42003473300,0
47157007200,0
48167724900,0
55059001900,0
6037462500,0
6037571800,0
9003415700,0
17201000402,0
19013001100,0
25017338300,0
27053000603,0
31109002800,0
36029016900,0
36047003600,0
36119005200,0
41051005800,0
55079091300,0
9001021300,1
12103023700,0
31055005400,0
34007603901,1
36119002203,0
48439104400,0
21067002500,0
27053108000,0
41051002802,0
42101011400,0
13121000100,0
34007604400,0
34013015400,0
39035123603,0
53053060400,0
6001421400,0
6037262501,0
25017357400,0
26065000400,0
26163501400,0
36005021602,0
36093020500,0
39035170201,0
42003141300,0
48309001000,0
6001404300,1
6073004300,0
9009350900,0
26125154000,0
34013021400,0
34039039700,0
39145003300,0
48113001102,0
53033007800,0
55079080200,0
19061000900,0
25023510700,0
31055005700,0
34013021803,0
34039034900,1
41051002801,0
48113001101,0
54039001500,0
6037701201,0
6077000900,0
17031800500,0
18003002500,0
19061000802,0
29510108100,0
29510112400,0
36085006700,0
39155921500,0
42101012000,0
6075012602,0
17115001600,0
19013000200,0
19193000900,0
20173001100,0
26163550200,0
37063000700,0
39049000210,0
51760060600,0
6075030302,0
9001021000,0
18097361100,0
20091050302,0
26163500500,0
26163542300,0
27053110100,0
29510108300,0
34001013201,0
34013020902,0
36005033700,0
36029010201,0
39035177103,0
39049002760,0
42003432300,0
42003473100,0
42101012100,0
44007003200,0
49035103900,0
55025000401,0
55079005900,0
55079070300,0
55079091000,0
12086006206,0
21037052800,0
22071011900,0
24005400600,0
24510080101,0
24510271300,0
25017357500,0
26163504100,0
26163537500,0
26163538700,0
26163543100,0
29510110200,0
31055006603,0
36005034300,0
36029004401,0
36029005201,0
39035183603,0
39035185201,0
39113020800,0
40109102400,0
41051006002,0
42071000200,0
42095010300,0
42101025800,0
42101027600,0
49035103400,0
55079003800,0
55079035200,0
1073010701,0
4013111601,0
4013111602,0
4013111700,0
6001403800,0
6001407700,0
6001420100,0
6001432200,0
6037123602,0
6037124500,0
6037124600,0
6037124700,0
6037125502,0
6037127805,0
6037141101,0
6037141201,0
6037141303,0
6037188201,0
6037189903,0
6037189904,0
6037189905,0
6037212610,0
6037212620,0
6037212701,0
6037216100,0
6037216700,0
6037216800,0
6037238000,0
6037238100,0
6037238400,0
6037262704,0
6037271100,0
6037271702,0
6037311700,0
6037431501,0
6037432101,0
6037460502,0
6037481901,0
6037501002,0
6037530202,0
6037530302,0
6037531800,0
6037531901,0
6037531902,0
6037532001,0
6037532303,0
6037534700,0
6037535503,0
6037535603,0
6037535604,0
6037535702,0
6037541606,0
6037542200,0
6037542401,0
6037576700,0
6037577200,0
6037577300,0
6037577400,0
6037577501,0
6037577504,0
6037600702,0
6037600704,0
6073001400,0
6073007701,0
6075032602,0
6075032700,0
6075032801,0
6075032802,0
6075032901,0
6075032902,0
6075035300,0
6075047600,0
6075047701,0
6075047702,0
6075047801,0
6075047802,0
6075047902,0
6077001101,0
6077001102,0
8031004103,0
8101001800,0
8101002500,0
9001020900,0
9003416700,0
9003416800,0
9003503900,0
9005360100,0
9009141000,0
9009352000,0
12057001200,0
12057001500,0
12057002300,0
12086003909,0
12086003911,0
12086003913,0
12086003914,0
12086004204,0
12086004205,0
12086004206,0
12086004301,0
12086004303,0
12086004304,0
12086004703,0
12086007501,0
12103020209,0
17031020200,0
17031020301,0
17031020302,0
17031020500,0
17031020601,0
17031020602,0
17031020701,0
17031020702,0
17031020801,0
17031020802,0
17031040300,0
17031081300,0
17031090100,0
17031130100,0
17031130300,0
17031430101,0
17031430102,0
17031440202,0
17031450300,0
17031710600,0
17031801400,0
17031807400,0
17031807500,0
17031812200,0
17031821700,0
17031821800,0
17201000401,0
17201003606,0
18035000700,0
18089021600,0
18097381002,0
19013001200,0
19155031200,0
19163012802,0
19163012902,0
20091050500,0
21111000800,0
21111000900,0
24005400200,0
24005400702,0
24005401000,0
24005401200,0
24005402403,0
24005402405,0
24005403100,0
24005403300,0
24005440200,0
24005440400,0
24005440500,0
24005490703,0
24005490900,0
24005492002,0
24005492101,0
24005492102,0
24510080102,0
24510150701,0
24510150702,0
24510150800,0
24510150900,0
24510151000,0
24510151100,0
24510160801,0
24510160802,0
24510260101,0
24510260102,0
24510260201,0
24510260202,0
24510260301,0
24510260302,0
24510270101,0
24510270102,0
24510270200,0
24510270301,0
24510270302,0
24510270401,0
24510270402,0
24510270501,0
24510270502,0
24510270600,0
24510270702,0
24510270703,0
24510270804,0
24510271501,0
24510271801,0
24510271900,0
24510272003,0
24510272005,0
24510272006,0
24510280102,0
24510280200,0
24510280302,0
24510280402,0
25013812002,0
25017339400,0
25017357300,0
25017373700,0
25021403100,0
26049003000,0
26065004302,0
26065004493,0
26075000900,0
26075001000,0
26125153000,0
26125160000,0
26125161300,0
26125183400,0
26125183600,0
26145010402,0
26163500400,0
26163501300,0
26163501900,0
26163503300,0
26163503900,0
26163504000,0
26163504200,0
26163504300,0
26163535600,0
26163536200,0
26163536800,0
26163536900,0
26163537000,0
26163539300,0
26163539400,0
26163539600,0
26163539700,0
26163540200,0
26163540600,0
26163542400,0
26163542500,0
26163542900,0
26163543000,0
26163551800,0
26163573701,0
26163574600,0
26163574700,0
27037060301,0
27053009600,0
27053109300,0
27053109700,0
27053111200,0
27123030702,0
27123035700,0
27123036500,0
29095008300,0
29095009100,0
29189214300,0
29189216800,0
29189219100,0
29189221900,1
29510101200,0
29510102400,0
29510103400,0
29510105300,0
29510107200,0
29510107400,0
29510107500,0
29510107600,0
29510115100,0
29510115300,0
29510116100,0
29510116301,0
31055000200,0
31055000300,0
31055000600,0
31055001900,0
31055002600,0
31055002700,0
31055002800,0
31055003401,0
31055003800,0
31055003900,0
31055004000,0
31055005100,0
31055005600,0
31055006000,0
31055006101,0
31055006102,0
31055006202,0
31055006504,0
31055006906,0
31055007002,0
31055007459,0
31055007468,0
31109001102,0
31109002002,0
31153010104,0
31153010614,0
31153010615,0
34001000200,0
34001013000,0
34001013301,0
34003004001,0
34003015500,0
34003025200,0
34003054400,0
34003054500,0
34007601900,0
34007602602,0
34007602902,0
34007603700,0
34007603800,0
34007604200,0
34007604300,0
34007606200,0
34007606300,0
34013004500,0
34013004600,0
34013004700,0
34013004900,0
34013020400,0
34013020500,0
34013020600,0
34013020700,0
34013020800,0
34013021300,0
34013021601,0
34013021602,1
34013021801,0
34021003601,0
34039034300,0
36005005902,0
36005018301,0
36005023501,0
36005024502,0
36005029302,0
36005029700,0
36005034500,0
36005040302,0
36005040303,0
36005040304,0
36005040501,0
36005040502,0
36005040701,0
36005040702,0
36005041100,0
36005041300,0
36005041500,0
36005041900,0
36005042100,0
36005042300,0
36005042500,0
36005042901,0
36005042902,0
36005044901,0
36005044902,0
36005045101,0
36005045102,0
36007013700,0
36029000600,0
36029000700,0
36029000800,0
36029000900,0
36029001000,0
36029003901,0
36029004200,0
36029004402,0
36029004601,0
36029005100,0
36029005801,0
36029005802,0
36029008500,0
36029009301,0
36029010101,0
36047003000,0
36047003400,0
36047005800,0
36047006000,0
36047006200,0
36047006400,0
36047006600,0
36047006800,0
36047012600,0
36047013000,0
36047013200,0
36047013400,0
36047013600,0
36047013800,0
36047014000,0
36047014200,0
36047015200,0
36047016000,0
36047016200,0
36047016500,0
36047016600,0
36047020400,0
36047020600,0
36047020700,0
36047024600,0
36047026600,0
36047026800,0
36047027000,0
36047027200,0
36047027400,0
36047031900,0
36047032700,0
36047033300,0
36047033500,0
36047050801,0
36047050803,0
36047050804,0
36047051001,0
36047051002,0
36047051200,0
36047051400,0
36047051800,0
36047052000,0
36047052600,0
36047054600,0
36047054800,0
36047055000,0
36047056000,0
36047056200,0
36047056400,0
36047062000,0
36047063600,0
36047064000,0
36047064200,0
36047064400,0
36047064600,0
36047064800,0
36047065000,0
36047065400,0
36047065600,0
36047065800,0
36047067400,0
36047072200,0
36047072400,0
36047072600,0
36047072800,0
36047073000,0
36047073200,0
36047073400,0
36047073600,0
36047073800,0
36047074000,0
36047074200,0
36047074400,0
36047074600,0
36047074800,0
36047075000,0
36047075200,0
36047075400,0
36047075600,0
36047075800,0
36047076000,0
36047076200,0
36047076400,0
36047076600,0
36047077200,0
36047077400,0
36047077600,0
36047078000,0
36047078200,0
36047078400,0
36047079601,0
36047079602,0
36047079801,0
36047079802,0
36047083200,0
36047083400,0
36047083600,0
36047083800,0
36047084000,0
36047084600,0
36047084800,0
36047085000,0
36047086200,0
36047086400,0
36047087000,0
36047093200,0
36047093400,0
36047093600,0
36047093800,0
36047094600,0
36047114201,0
36047114202,0
36055002100,0
36055006800,0
36055007000,0
36055007100,0
36055010500,0
36055012800,0
36061005900,0
36061006100,0
36061008200,0
36061010400,0
36061011201,0
36061013700,0
36061016100,0
36061016300,0
36061016500,0
36061016700,0
36061016900,0
36061017100,0
36061019900,0
36061020101,0
36061020300,0
36061020500,0
36061020701,0
36061024700,0
36061025500,0
36061026700,0
36061027700,0
36061027900,0
36061028300,0
36061028500,0
36061029100,0
36061029300,0
36061029500,0
36061030300,0
36061030700,0
36061030900,0
36063020600,0
36063020700,0
36063022401,0
36063022500,0
36067000400,0
36067003602,0
36067004900,0
36067005601,0
36067013100,0
36067013200,0
36081028100,0
36081028300,0
36081028500,0
36081046400,0
36081047200,0
36081047600,0
36081072300,0
36081073700,0
36081074900,0
36081076901,0
36081076902,0
36081077500,0
36081092200,0
36081092800,0
36081093401,0
36081099703,0
36081148300,0
36081150701,0
36085012100,0
36119005702,0
36119007100,0
37081010403,0
39023000700,0
39035130106,0
39035140500,0
39035140701,0
39035140702,0
39035140900,0
39035141500,0
39035141601,0
39035141602,0
39035141700,1
39049002770,0
39049002780,0
39049005900,0
39049006910,0
39095002100,0
39095006100,0
39095006500,0
39095006900,0
39113000801,0
39113003201,0
39151700800,0
39151701200,0
39151713401,0
39153506600,0
40109102300,0
40143001900,0
40143003300,0
40143003700,0
40143005001,0
41051002702,0
41051003702,0
41051006200,0
41051006602,0
41051006702,0
42003040400,1
42003141400,0
42003260200,0
42003320400,0
42003430100,0
42003430200,0
42003431400,0
42003445500,0
42003465600,0
42003465800,0
42003472200,0
42003472300,0
42003472400,0
42003518001,0
42003523200,0
42003525100,0
42003564100,0
42041010700,0
42043020400,0
42043020800,0
42043021600,0
42043023100,0
42045404800,0
42045405000,0
42045405400,0
42049002000,0
42049002200,0
42049002300,0
42049002500,0
42049010500,0
42049010800,0
42071000400,0
42071000700,0
42071001000,0
42071001100,0
42071001400,0
42079201500,0
42079213700,0
42079213800,0
42079215100,0
42091200309,0
42091201706,0
42091201901,0
42091202000,0
42091202201,0
42091202202,0
42091205600,0
42095010700,0
42095010800,0
42095010900,0
42095017901,0
42101021200,0
42101021600,0
42101021700,0
42101021800,0
42101021900,0
42101022000,0
42101023900,0
42101025900,0
42101026000,0
42101026100,0
42101026200,0
42101026301,0
42101026302,0
42101026400,0
42101026500,0
42101026600,0
42101026700,0
42101027800,0
42101028100,0
42101028200,0
42101028300,0
42101028400,0
42101028500,0
42101028600,0
42101028700,0
42101028800,0
42101028901,0
42101028902,0
42101029000,0
42101030502,0
42101030600,0
42101030700,0
42101030800,0
42101030900,0
42101031000,0
42101031101,0
42101031200,0
42101031300,0
42101031401,0
42101031402,0
42101031501,0
42101031502,0
42101031600,0
42101031700,0
42101031800,0
42101033101,0
42101033200,0
42101033300,0
42101033400,0
42101033500,0
42101033600,0
42101033701,0
42101033702,0
42101033800,0
42101033900,0
42101034000,0
42101034100,0
42101034502,0
42101035500,0
42101036501,0
42101036502,0
42101038400,0
44007012000,0
44007015400,0
44007015500,0
44007015600,0
44007015700,0
44007015800,0
44007016900,0
44007017000,0
44007017500,0
47037016800,0
47065002900,0
47065010600,0
47157001700,0
47157002600,0
48029140400,0
48029140500,0
48029180201,0
48029190504,0
48029190601,0
48029190604,0
48029191005,0
48029191006,0
48113001001,0
48113006401,0
48113007302,0
48113019302,0
48113019600,0
48141000800,0
48201310600,0
48201333000,0
48245002400,0
48245002500,0
48245005500,0
48245005600,0
48245006400,0
48245006500,0
48245006700,0
48245010200,0
48245010300,0
48439100101,0
48439104100,0
48439104701,0
48453000203,0
48453000205,0
48453000304,0
48453000305,0
49035101000,0
49035103000,0
49035103100,0
49035103200,0
49035103300,0
49035104800,0
49035104900,0
51087200301,0
51710002100,0
51710002300,0
53033002600,0
53033002700,0
53033002800,0
53033002900,0
53033003000,0
53033003500,0
53033005000,0
53033006100,0
53033006800,0
55025000901,0
55079006000,0
55079006100,0
55079009300,0
55079019100,0
55079020200,0
55079080400,0
55079090200,0
6001404900,0
6037127803,0
6037128602,0
6037195100,0
6037195201,0
6037271300,0
6037301000,0
6037301205,0
6073007200,0
12057005800,0
12057006300,0
12086000306,0
13051002700,0
17031020100,0
17031090200,0
17031190100,0
17031190300,0
17031430600,0
17031440102,0
17097863400,0
17097865300,0
18141003300,0
19163013000,0
20173001400,0
21117064400,0
24005421101,0
24510090700,0
25017354200,0
25017370201,0
26049001000,0
26163501800,0
26163594100,0
27053008100,0
27053009500,0
29189216700,0
29189216900,0
29510102500,0
29510116200,0
29510116302,0
31055003200,0
34003004002,0
34003019306,0
34003022200,0
34003051100,0
34003054300,0
36047025400,0
36047061200,0
36047066000,0
36047086800,0
36047152200,0
36065025100,0
36067003601,0
36081027900,0
36081093402,0
36081150702,0
36119003400,1
36119003900,0
39035140100,0
39035141400,0
39035152301,0
39093022500,0
42003434000,0
42079213200,0
42079213600,0
42091201705,0
42101011800,0
48201320100,0
48245005900,0
48309000900,0
48453001401,0
53033004600,0
55079005500,1
55079019900,0
6037535804,0
9003504000,1
17031440201,0
17031809900,0
17031810400,0
17031814800,0
25017350600,0
26163537700,0
26163538800,0
